0,0,0,0
1,0,1,1
2,0,2,2
3,0,3,3
4,0,4,4
5,0,5,5
6,0,6,6
7,0,7,7
8,0,8,8
9,0,9,9
10,1,1,0
11,1,10,1
12,1,11,2
13,1,12,3
14,1,13,4
15,1,14,5
16,1,15,6
17,1,7,7
18,1,16,8
19,1,17,9
20,2,18,0
21,2,19,1
22,2,14,2
23,2,20,3
24,2,21,4
25,2,10,5
26,2,22,6
27,2,23,7
28,2,24,8
29,2,25,9
30,3,1,0
31,3,0,1
32,3,26,2
33,3,27,3
34,3,28,4
35,3,29,5
36,3,30,6
37,3,31,7
38,3,32,8
39,3,33,9
40,4,34,0
41,4,35,1
42,4,36,2
43,4,30,3
44,4,28,4
45,4,0,5
46,4,37,6
47,4,38,7
48,4,39,8
49,4,40,9
50,5,41,0
51,5,12,1
52,5,42,2
53,5,27,3
54,5,43,4
55,5,44,5
56,5,45,6
57,5,46,7
58,5,47,8
59,5,48,9
60,6,49,0
61,6,50,1
62,6,51,2
63,6,52,3
64,6,53,4
65,6,54,5
66,6,55,6
67,6,56,7
68,6,57,8
69,6,58,9
70,7,59,0
71,7,0,1
72,7,10,2
73,7,60,3
74,7,61,4
75,7,62,5
76,7,63,6
77,7,64,7
78,7,65,8
79,7,66,9
80,8,67,0
81,8,68,1
82,8,69,2
83,8,0,3
84,8,70,4
85,8,71,5
86,8,72,6
87,8,73,7
88,8,74,8
89,8,1,9
90,9,75,0
91,9,76,1
92,9,77,2
93,9,78,3
94,9,79,4
95,9,28,5
96,9,80,6
97,9,0,7
98,9,81,8
99,9,10,9
100,10,33,0
101,10,0,1
102,10,82,2
103,10,83,3
104,10,27,4
105,10,26,5
106,10,84,6
107,10,85,7
108,10,41,8
109,10,86,9
110,11,1,0
111,11,87,1
112,11,12,2
113,11,88,3
114,11,89,4
115,11,90,5
116,11,91,6
117,11,92,7
118,11,93,8
119,11,94,9
120,12,95,0
121,12,96,1
122,12,97,2
123,12,98,3
124,12,99,4
125,12,12,5
126,12,100,6
127,12,10,7
128,12,101,8
129,12,102,9
130,13,103,0
131,13,104,1
132,13,19,2
133,13,105,3
134,13,106,4
135,13,31,5
136,13,107,6
137,13,64,7
138,13,108,8
139,13,109,9
140,14,39,0
141,14,110,1
142,14,111,2
143,14,87,3
144,14,112,4
145,14,113,5
146,14,114,6
147,14,82,7
148,14,115,8
149,14,42,9
150,15,116,0
151,15,1,1
152,15,12,2
153,15,39,3
154,15,117,4
155,15,118,5
156,15,0,6
157,15,115,7
158,15,17,8
159,15,76,9
160,16,0,0
161,16,90,1
162,16,119,2
163,16,120,3
164,16,1,4
165,16,121,5
166,16,122,6
167,16,123,7
168,16,124,8
169,16,125,9
170,17,91,0
171,17,126,1
172,17,127,2
173,17,42,3
174,17,128,4
175,17,129,5
176,17,1,6
177,17,130,7
178,17,131,8
179,17,132,9
180,18,133,0
181,18,134,1
182,18,135,2
183,18,136,3
184,18,137,4
185,18,138,5
186,18,139,6
187,18,140,7
188,18,46,8
189,18,72,9
190,19,127,0
191,19,91,1
192,19,141,2
193,19,142,3
194,19,143,4
195,19,144,5
196,19,145,6
197,19,146,7
198,19,147,8
199,19,148,9
200,20,149,0
201,20,150,1
202,20,82,2
203,20,151,3
204,20,41,4
205,20,88,5
206,20,2,6
207,20,26,7
208,20,152,8
209,20,153,9
210,21,154,0
211,21,42,1
212,21,1,2
213,21,125,3
214,21,155,4
215,21,156,5
216,21,157,6
217,21,126,7
218,21,158,8
219,21,159,9
220,22,160,0
221,22,45,1
222,22,32,2
223,22,161,3
224,22,14,4
225,22,162,5
226,22,163,6
227,22,164,7
228,22,31,8
229,22,165,9
230,23,30,0
231,23,95,1
232,23,41,2
233,23,159,3
234,23,166,4
235,23,167,5
236,23,168,6
237,23,1,7
238,23,169,8
239,23,170,9
240,24,0,0
241,24,33,1
242,24,171,2
243,24,12,3
244,24,82,4
245,24,1,5
246,24,172,6
247,24,42,7
248,24,28,8
249,24,39,9
250,25,93,0
251,25,1,1
252,25,173,2
253,25,62,3
254,25,17,4
255,25,174,5
256,25,83,6
257,25,125,7
258,25,30,8
259,25,175,9
260,26,64,0
261,26,176,1
262,26,88,2
263,26,27,3
264,26,1,4
265,26,12,5
266,26,177,6
267,26,178,7
268,26,10,8
269,26,95,9
270,27,128,0
271,27,179,1
272,27,10,2
273,27,180,3
274,27,20,4
275,27,27,5
276,27,181,6
277,27,42,7
278,27,182,8
279,27,136,9
280,28,0,0
281,28,2,1
282,28,1,2
283,28,39,3
284,28,183,4
285,28,71,5
286,28,184,6
287,28,168,7
288,28,86,8
289,28,185,9
290,29,186,0
291,29,33,1
292,29,42,2
293,29,85,3
294,29,187,4
295,29,89,5
296,29,188,6
297,29,189,7
298,29,190,8
299,29,191,9
300,30,41,0
301,30,39,1
302,30,0,2
303,30,192,3
304,30,59,4
305,30,27,5
306,30,182,6
307,30,115,7
308,30,2,8
309,30,193,9
310,31,0,0
311,31,194,1
312,31,12,2
313,31,110,3
314,31,195,4
315,31,177,5
316,31,33,6
317,31,98,7
318,31,196,8
319,31,140,9
320,32,177,0
321,32,98,1
322,32,197,2
323,32,133,3
324,32,82,4
325,32,198,5
326,32,199,6
327,32,200,7
328,32,201,8
329,32,202,9
330,33,3,0
331,33,0,1
332,33,82,2
333,33,203,3
334,33,78,4
335,33,204,5
336,33,205,6
337,33,83,7
338,33,206,8
339,33,123,9
340,34,207,0
341,34,3,1
342,34,0,2
343,34,11,3
344,34,208,4
345,34,209,5
346,34,210,6
347,34,211,7
348,34,212,8
349,34,12,9
350,35,213,0
351,35,33,1
352,35,214,2
353,35,215,3
354,35,216,4
355,35,217,5
356,35,156,6
357,35,218,7
358,35,93,8
359,35,219,9
360,36,10,0
361,36,39,1
362,36,220,2
363,36,33,3
364,36,184,4
365,36,64,5
366,36,43,6
367,36,177,7
368,36,63,8
369,36,221,9
370,37,2,0
371,37,3,1
372,37,183,2
373,37,10,3
374,37,154,4
375,37,101,5
376,37,156,6
377,37,116,7
378,37,222,8
379,37,196,9
380,38,1,0
381,38,223,1
382,38,39,2
383,38,156,3
384,38,224,4
385,38,90,5
386,38,181,6
387,38,225,7
388,38,226,8
389,38,89,9
390,39,227,0
391,39,76,1
392,39,228,2
393,39,229,3
394,39,230,4
395,39,127,5
396,39,231,6
397,39,232,7
398,39,233,8
399,39,234,9
400,40,59,0
401,40,86,1
402,40,235,2
403,40,30,3
404,40,12,4
405,40,236,5
406,40,90,6
407,40,237,7
408,40,1,8
409,40,96,9
410,41,2,0
411,41,177,1
412,41,68,2
413,41,238,3
414,41,239,4
415,41,1,5
416,41,91,6
417,41,70,7
418,41,240,8
419,41,241,9
420,42,98,0
421,42,242,1
422,42,3,2
423,42,188,3
424,42,7,4
425,42,243,5
426,42,198,6
427,42,0,7
428,42,185,8
429,42,244,9
430,43,64,0
431,43,192,1
432,43,245,2
433,43,246,3
434,43,247,4
435,43,248,5
436,43,249,6
437,43,250,7
438,43,251,8
439,43,252,9
440,44,253,0
441,44,13,1
442,44,252,2
443,44,254,3
444,44,207,4
445,44,28,5
446,44,0,6
447,44,66,7
448,44,255,8
449,44,59,9
450,45,3,0
451,45,33,1
452,45,39,2
453,45,256,3
454,45,257,4
455,45,94,5
456,45,13,6
457,45,28,7
458,45,258,8
459,45,259,9
460,46,71,0
461,46,64,1
462,46,33,2
463,46,260,3
464,46,129,4
465,46,63,5
466,46,261,6
467,46,68,7
468,46,149,8
469,46,262,9
470,47,33,0
471,47,30,1
472,47,3,2
473,47,263,3
474,47,39,4
475,47,115,5
476,47,203,6
477,47,0,7
478,47,264,8
479,47,1,9
480,48,265,0
481,48,115,1
482,48,59,2
483,48,114,3
484,48,266,4
485,48,267,5
486,48,116,6
487,48,268,7
488,48,269,8
489,48,72,9
490,49,270,0
491,49,136,1
492,49,271,2
493,49,272,3
494,49,273,4
495,49,100,5
496,49,177,6
497,49,12,7
498,49,274,8
499,49,275,9
500,50,16,0
501,50,276,1
502,50,63,2
503,50,209,3
504,50,11,4
505,50,277,5
506,50,59,6
507,50,278,7
508,50,2,8
509,50,21,9
510,51,129,0
511,51,82,1
512,51,0,2
513,51,128,3
514,51,279,4
515,51,280,5
516,51,102,6
517,51,10,7
518,51,115,8
519,51,281,9
520,52,199,0
521,52,175,1
522,52,282,2
523,52,283,3
524,52,284,4
525,52,116,5
526,52,285,6
527,52,30,7
528,52,286,8
529,52,287,9
530,53,288,0
531,53,71,1
532,53,289,2
533,53,116,3
534,53,246,4
535,53,290,5
536,53,291,6
537,53,87,7
538,53,10,8
539,53,292,9
540,54,96,0
541,54,293,1
542,54,294,2
543,54,295,3
544,54,136,4
545,54,296,5
546,54,21,6
547,54,297,7
548,54,265,8
549,54,63,9
550,55,0,0
551,55,1,1
552,55,124,2
553,55,7,3
554,55,298,4
555,55,35,5
556,55,110,6
557,55,299,7
558,55,300,8
559,55,301,9
560,56,1,0
561,56,30,1
562,56,42,2
563,56,156,3
564,56,17,4
565,56,125,5
566,56,33,6
567,56,302,7
568,56,251,8
569,56,10,9
570,57,303,0
571,57,13,1
572,57,304,2
573,57,305,3
574,57,133,4
575,57,1,5
576,57,306,6
577,57,307,7
578,57,308,8
579,57,309,9
580,58,266,0
581,58,71,1
582,58,33,2
583,58,64,3
584,58,3,4
585,58,310,5
586,58,67,6
587,58,240,7
588,58,39,8
589,58,311,9
590,59,312,0
591,59,220,1
592,59,126,2
593,59,313,3
594,59,154,4
595,59,0,5
596,59,314,6
597,59,156,7
598,59,152,8
599,59,315,9
600,60,194,0
601,60,0,1
602,60,310,2
603,60,316,3
604,60,317,4
605,60,31,5
606,60,17,6
607,60,122,7
608,60,27,8
609,60,12,9
610,61,124,0
611,61,318,1
612,61,319,2
613,61,4,3
614,61,320,4
615,61,129,5
616,61,321,6
617,61,322,7
618,61,323,8
619,61,16,9
620,62,324,0
621,62,325,1
622,62,326,2
623,62,155,3
624,62,327,4
625,62,328,5
626,62,329,6
627,62,330,7
628,62,331,8
629,62,332,9
630,63,33,0
631,63,0,1
632,63,333,2
633,63,126,3
634,63,12,4
635,63,70,5
636,63,1,6
637,63,334,7
638,63,3,8
639,63,335,9
640,64,59,0
641,64,10,1
642,64,39,2
643,64,177,3
644,64,336,4
645,64,337,5
646,64,64,6
647,64,65,7
648,64,92,8
649,64,338,9
650,65,175,0
651,65,339,1
652,65,20,2
653,65,201,3
654,65,82,4
655,65,340,5
656,65,290,6
657,65,341,7
658,65,239,8
659,65,342,9
660,66,343,0
661,66,42,1
662,66,35,2
663,66,344,3
664,66,185,4
665,66,345,5
666,66,346,6
667,66,95,7
668,66,133,8
669,66,76,9
670,67,347,0
671,67,348,1
672,67,119,2
673,67,349,3
674,67,350,4
675,67,249,5
676,67,31,6
677,67,351,7
678,67,352,8
679,67,353,9
680,68,229,0
681,68,93,1
682,68,354,2
683,68,189,3
684,68,355,4
685,68,356,5
686,68,357,6
687,68,341,7
688,68,358,8
689,68,359,9
690,69,72,0
691,69,64,1
692,69,360,2
693,69,361,3
694,69,223,4
695,69,362,5
696,69,33,6
697,69,363,7
698,69,364,8
699,69,196,9
700,70,115,0
701,70,39,1
702,70,365,2
703,70,366,3
704,70,41,4
705,70,367,5
706,70,289,6
707,70,133,7
708,70,36,8
709,70,184,9
710,71,82,0
711,71,33,1
712,71,368,2
713,71,30,3
714,71,10,4
715,71,39,5
716,71,98,6
717,71,369,7
718,71,370,8
719,71,43,9
720,72,39,0
721,72,31,1
722,72,2,2
723,72,1,3
724,72,64,4
725,72,7,5
726,72,220,6
727,72,371,7
728,72,0,8
729,72,19,9
730,73,372,0
731,73,373,1
732,73,223,2
733,73,42,3
734,73,154,4
735,73,13,5
736,73,374,6
737,73,375,7
738,73,376,8
739,73,377,9
740,74,184,0
741,74,26,1
742,74,44,2
743,74,63,3
744,74,45,4
745,74,378,5
746,74,1,6
747,74,41,7
748,74,331,8
749,74,302,9
750,75,214,0
751,75,65,1
752,75,76,2
753,75,121,3
754,75,379,4
755,75,380,5
756,75,2,6
757,75,253,7
758,75,39,8
759,75,381,9
760,76,13,0
761,76,28,1
762,76,59,2
763,76,12,3
764,76,116,4
765,76,76,5
766,76,98,6
767,76,90,7
768,76,382,8
769,76,39,9
770,77,1,0
771,77,28,1
772,77,3,2
773,77,18,3
774,77,70,4
775,77,304,5
776,77,33,6
777,77,290,7
778,77,310,8
779,77,383,9
780,78,2,0
781,78,384,1
782,78,291,2
783,78,385,3
784,78,22,4
785,78,386,5
786,78,94,6
787,78,387,7
788,78,388,8
789,78,389,9
790,79,67,0
791,79,2,1
792,79,71,2
793,79,390,3
794,79,33,4
795,79,391,5
796,79,392,6
797,79,72,7
798,79,97,8
799,79,168,9
800,80,94,0
801,80,12,1
802,80,0,2
803,80,393,3
804,80,175,4
805,80,355,5
806,80,313,6
807,80,394,7
808,80,110,8
809,80,395,9
810,81,2,0
811,81,31,1
812,81,22,2
813,81,19,3
814,81,194,4
815,81,396,5
816,81,397,6
817,81,398,7
818,81,399,8
819,81,183,9
820,82,98,0
821,82,400,1
822,82,246,2
823,82,369,3
824,82,268,4
825,82,379,5
826,82,401,6
827,82,402,7
828,82,403,8
829,82,404,9
830,83,405,0
831,83,406,1
832,83,129,2
833,83,225,3
834,83,407,4
835,83,65,5
836,83,152,6
837,83,95,7
838,83,408,8
839,83,83,9
840,84,195,0
841,84,409,1
842,84,64,2
843,84,392,3
844,84,410,4
845,84,67,5
846,84,33,6
847,84,411,7
848,84,412,8
849,84,68,9
850,85,1,0
851,85,266,1
852,85,344,2
853,85,93,3
854,85,413,4
855,85,414,5
856,85,415,6
857,85,416,7
858,85,174,8
859,85,96,9
860,86,32,0
861,86,70,1
862,86,30,2
863,86,417,3
864,86,96,4
865,86,214,5
866,86,418,6
867,86,86,7
868,86,42,8
869,86,4,9
870,87,39,0
871,87,31,1
872,87,10,2
873,87,76,3
874,87,362,4
875,87,156,5
876,87,121,6
877,87,13,7
878,87,87,8
879,87,367,9
880,88,12,0
881,88,3,1
882,88,179,2
883,88,169,3
884,88,175,4
885,88,412,5
886,88,20,6
887,88,282,7
888,88,178,8
889,88,419,9
890,89,0,0
891,89,333,1
892,89,2,2
893,89,11,3
894,89,420,4
895,89,411,5
896,89,168,6
897,89,179,7
898,89,94,8
899,89,298,9
900,90,42,0
901,90,246,1
902,90,64,2
903,90,169,3
904,90,403,4
905,90,421,5
906,90,422,6
907,90,423,7
908,90,20,8
909,90,424,9
910,91,302,0
911,91,13,1
912,91,88,2
913,91,372,3
914,91,93,4
915,91,425,5
916,91,41,6
917,91,42,7
918,91,180,8
919,91,1,9
920,92,82,0
921,92,41,1
922,92,179,2
923,92,426,3
924,92,10,4
925,92,427,5
926,92,428,6
927,92,28,7
928,92,48,8
929,92,235,9
930,93,3,0
931,93,429,1
932,93,30,2
933,93,93,3
934,93,1,4
935,93,430,5
936,93,12,6
937,93,42,7
938,93,185,8
939,93,390,9
940,94,14,0
941,94,246,1
942,94,177,2
943,94,27,3
944,94,431,4
945,94,400,5
946,94,85,6
947,94,26,7
948,94,139,8
949,94,63,9
950,95,136,0
